iter	Passed	Remaining
2860	1888517	91752
2861	1888939	91080
2862	1889546	90418
2863	1889948	89746
2864	1890416	89077
2865	1890782	88403
2866	1891276	87736
2867	1891760	87068
2868	1892111	86394
2869	1892671	85730
2870	1893538	85080
2871	1893881	84406
2872	1894219	83733
2873	1894741	83067
2874	1895147	82397
2875	1895541	81727
2876	1896001	81059
2877	1896458	80391
2878	1896940	79725
2879	1897426	79059
2880	1897843	78390
2881	1898221	77720
2882	1898743	77056
2883	1899200	76389
2884	1899691	75724
2885	1900126	75056
2886	1900696	74395
2887	1901157	73729
2888	1901560	73060
2889	1901961	72393
2890	1902386	71726
2891	1902833	71060
2892	1903679	70409
2893	1904360	69751
2894	1904953	69091
2895	1905410	68426
2896	1905861	67761
2897	1906510	67102
2898	1907049	66440
2899	1907478	65775
2900	1908042	65114
2901	1908692	64456
2902	1909043	63788
2903	1909459	63122
2904	1909865	62456
2905	1910351	61793
2906	1910799	61129
2907	1911205	60464
2908	1911683	59801
2909	1912205	59140
2910	1913589	58505
2911	1914035	57841
2912	1914456	57177
2913	1914858	56512
2914	1915408	55852
2915	1915824	55188
2916	1916297	54526
2917	1917009	53870
2918	1917574	53211
2919	1917995	52547
2920	1918525	51887
2921	1919335	51234
2922	1919766	50572
2923	1939888	50421
2924	1948893	49971
2925	1950094	49318
2926	1951177	48662
2927	1952282	48006
2928	1962516	47572
2929	1968804	47036
2930	1970268	46382
2931	1979062	45899
2932	1989317	45442
2933	1990317	44771
2934	1991700	44109
2935	1992898	43441
2936	2001967	42943
2937	2003431	42278
2938	2011497	41749
2939	2012817	41077
2940	2014241	40408
2941	2023249	39887
2942	2024501	39210
2943	2040030	38804
2944	2040980	38116
2945	2042396	37437
2946	2043481	36750
2947	2044481	36062
2948	2062480	35668
2949	2063851	34980
2950	2065063	34289
2951	2072072	33692
2952	2073568	33002
2953	2074883	32310
2954	2102747	32021
2955	2104277	31322
2956	2105724	30620
2957	2108408	29936
2958	2111329	29254
2959	2111711	28536
2960	2112148	27819
2961	2112510	27101
2962	2113043	26386
2963	2113579	25671
2964	2113980	24954
2965	2114382	24237
2966	2114789	23521
2967	2115364	22807
2968	2115763	22091
2969	2116742	21381
2970	2117224	20666
2971	2117729	19951
2972	2118224	19237
2973	2118706	18522
2974	2119095	17807
2975	2119501	17092
2976	2120051	16379
2977	2120446	15664
2978	2120914	14951
2979	2121502	14238
2980	2121926	13524
2981	2122372	12811
2982	2122892	12098
2983	2123370	11385
2984	2123871	10672
2985	2124384	9960
2986	2124984	9248
2987	2125413	8535
2988	2126001	7824
2989	2126605	7112
2990	2127003	6400
2991	2127499	5688
2992	2128037	4977
2993	2128492	4265
2994	2128970	3554
2995	2129382	2842
2996	2129946	2132
2997	2130373	1421
2998	2130945	710
2999	2131401	0
